283	91.255666
284	88.759579
285	90.1025
286	81.958979
287	65.24
288	71.98347
289	65.831641
290	75.31
291	84.138636
292	76.240253
293	87.26
294	91.25213
295	87.900444
296	90.3375
297	82.248893
298	65.06
299	71.941044
300	65.308382
301	75.04
302	84.089138
303	75.469507
304	87.04
305	91.248595
306	87.31001
307	90.45
308	82.328442
309	65.02
310	72.025897
311	65.053824
312	74.98
313	84.16692
314	75.087669
315	86.99
316	91.25213
317	87.005954
318	90.48
319	82.231215
320	65.08
321	56.24
322	64.954829
323	75.04
324	84.315413
325	74.939177
326	87.045
327	91.25213
328	86.896352
329	90.47
330	82.02969
331	65.22
332	56.22
333	64.926545
334	75.14
335	84.485118
336	74.875537
337	87.135
338	91.25213
339	86.871604
340	90.4475
341	81.798112
342	65.16
343	55.82
344	65.124535
345	75.23
346	58.78
347	74.804826
348	87.21
349	91.25213
350	86.836248
351	90.4325
352	81.596587
353	65.2
354	55.62
355	64.785123
356	75.3
357	58.45
358	74.69876
359	87.265
360	91.25213
361	86.772609
362	90.4325
363	81.439256
364	65.24
365	55.48
366	80.44
367	75.42
368	58.36
369	74.578552
370	87.29
371	91.25213
372	86.68422
373	90.4425
374	81.319048
375	65.22
376	55.24
377	64.671986
378	75.31
379	84.973022
380	74.705831
381	87.31
382	91.25213
383	86.602903
384	90.4525
385	81.218285
386	65.22
387	55.06
388	64.502281
389	75.32
390	57.35
391	74.331065
392	87.33
393	91.245059
394	86.514515
395	90.46
396	81.129896
397	65.22
398	54.92
399	71.417785
400	75.37
401	57.18
402	74.217928
403	87.37
404	62.04
405	86.440268
406	90.47
407	81.045044
408	65.22
409	54.78
410	64.389143
411	75.34
412	56.81
413	74.203786
414	87.345
415	61.05
416	86.48623
417	90.465
418	80.977869
419	65.22
420	54.66
421	64.318433
422	75.34
423	56.57
424	74.027009
425	87.355
426	60.62
427	86.291776
428	90.45
429	80.910693
430	65.22
431	54.54
432	65.449804
433	75.35
434	56.38
435	77.34334
436	87.36
437	60.385
438	86.231672
439	90.295
440	80.847054
441	65.22
442	54.44
443	80.91
444	75.33
445	56.16
446	73.871445
447	87.36
448	59.84
449	86.196317
450	90.4775
451	80.654367
452	65.2
453	54.34
454	64.134585
455	75.33
456	55.98
457	73.786593
458	87.35
459	59.49
460	86.090251
461	90.4875
462	80.746291
463	65.26
464	54.36
465	64.304291
466	75.32
467	55.79
468	74.408847
469	87.35
470	59.215
471	87.101413
472	90.42
473	80.753362
474	65.24
475	54.28
476	67.203428
477	75.3
478	55.64
479	73.616887
480	87.34
481	58.875
482	85.973578
483	90.5025
484	80.67558
485	65.18
486	54.1
487	64.106301
488	75.29
489	55.49
490	73.539105
491	87.335
492	58.585
493	85.906403
494	90.51
495	80.710936
496	65.16
497	54.02
498	63.950737
499	75.3
500	55.42
501	73.609816
502	87.315
503	58.305
504	86.08318
505	90.4975
506	64.64
507	65.16
508	54
509	64.106301
510	75.38
511	55.54
512	74.126004
513	87.305
514	58.045
515	85.772053
516	90.5275
517	64.125
518	65.2
519	54.02
520	63.823458
521	75.22
522	55.08
523	73.390613
524	87.285
525	57.825
526	85.704877
527	90.5475
528	63.675
529	66.5
530	56.32
531	63.781032
532	75.19
533	85.206367
534	73.256263
535	87.275
536	57.63
537	85.690735
538	90.56
539	63.25
540	65.1
541	53.8
542	63.724463
543	75.29
544	55.15
545	73.249191
546	87.42
547	58.69
548	85.743768
549	90.585
550	80.742756
551	65.44
552	54.38
553	69.621734
554	76.24
555	57.44
556	73.100699
557	87.225
558	91.22031
559	85.542243
560	90.5775
561	62.5475
562	65.04
563	53.66
564	63.63961
565	75.18
566	54.8
567	73.100699
568	87.205
569	57
570	85.467997
571	90.6
572	62.2275
573	65.18
574	53.88
575	64.417428
576	75.59
577	55.79
578	72.994633
579	87.855
580	61.535
581	85.439712
582	88.9575
583	76.8175
584	65.06
585	53.64
586	63.625468
587	75.24
588	54.92
589	73.17141
590	87.43
591	58.385
592	85.390215
593	90.6275
594	80.795789
595	65
596	72.930993
597	63.5689
598	75.1
599	54.58
600	73.001704
601	87.175
602	56.745
603	85.510423
604	90.62
605	61.72
606	65.02
607	72.959278
608	63.63961
609	75.12
610	54.65
611	72.959278
612	87.27
613	57.37
614	85.386679
615	90.39
616	64.1225
617	65.02
618	53.6
619	63.63961
620	75.14
621	54.72
622	72.994633
623	87.185
624	56.84
625	85.418499
626	90.595
627	62.05
628	65.14
629	53.8
630	69.381317
631	75.43
632	55.41
633	85.651844
634	87.665
635	59.965
636	83.109796
637	90.6125
638	49.688394
639	65.06
640	72.97342
641	63.682037
642	75.17
643	54.81
644	73.128983
645	87.225
646	57.155
647	85.52103
648	90.59
649	62.51
650	65.22
651	54
652	68.716637
653	75.17
654	54.83
655	84.619469
656	87.26
657	57.38
658	85.620025
659	90.5725
660	62.83
661	66.56
662	56.44
663	63.795174
664	75.2
665	54.91
666	73.418897
667	87.275
668	57.55
669	85.637702
670	90.5625
671	63.13
